object_id,total_expenditure_value
18-300-00104,427738900.0
18-301-00112,109400305.0
18-302-00115,1409000.0
18-302-00116,25000000.0
18-302-00117,2350000.0
18-303-00122,162781690.0
18-305-00134,106832000.0
18-306-00137,14000000.0
18-306-00138,54548600.0
18-306-00139,3154400.0
18-308-00150,186208207.0
18-309-00156,96500000.0
18-310-00160,75000000.0
18-310-00163,27608000.0
18-312-00170,4276000.0
18-313-00175,72400000.0
18-316-00184,115000000.0
18-316-00187,30000000.0
18-317-00189,22927000.0
18-323-00226,802000.0
18-325-00269,4143000.0
18-326-00246,14393400.0
18-756-00249,67000000.0
